media_id,media_name,create_date,duration,owner_name,course,user_name,email_address,total_views,total_view_time,average_view_time,on_demand_views,live_view_count,downloads,last_viewed
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Shola, Camilla",257422@university.ac.uk,4,00:38:00,00:09:30,4,0,0,11/07/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),NA,NA,1,00:05:00,00:05:00,1,0,0,10/10/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Freddie-Ray, Rayan",214583@university.ac.uk,4,00:48:00,00:12:00,4,0,0,10/18/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Sunny, Hali",278359@university.ac.uk,1,00:00:30,00:00:30,1,0,0,10/10/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Muhaimin, Sai",264160@university.ac.uk,1,00:53:30,00:53:30,1,0,0,10/11/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Annie, Bing-Yea",294451@university.ac.uk,1,00:54:30,00:54:30,1,0,0,10/11/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Morayo, Nathanial",242858@university.ac.uk,1,00:06:00,00:06:00,1,0,0,10/14/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Daniils, Anasuya",244689@university.ac.uk,1,00:51:30,00:51:30,1,0,0,10/18/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Kayla-Rae, Byron",217965@university.ac.uk,1,00:07:00,00:07:00,1,0,0,10/13/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Alisa, Tehillah",235838@university.ac.uk,1,00:45:30,00:45:30,1,0,0,10/16/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Apryl, Julie-Ann",241020@university.ac.uk,1,00:01:00,00:01:00,1,0,0,10/15/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Aksha, Alanha",276027@university.ac.uk,4,01:06:00,00:16:30,4,0,0,10/20/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Efa, Oliver",275822@university.ac.uk,1,01:02:30,01:02:30,1,0,0,10/11/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Nicolle, Deni",207140@university.ac.uk,2,01:02:30,00:31:15,2,0,0,10/09/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Walid, Holly-Rose",225025@university.ac.uk,2,01:09:00,00:34:30,2,0,0,10/21/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Kruz, Habiba",279475@university.ac.uk,1,00:48:00,00:48:00,1,0,0,10/14/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Sage, Sohaib",223013@university.ac.uk,1,00:01:30,00:01:30,1,0,0,10/09/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Finbarr, Alia",271143@university.ac.uk,1,00:00:30,00:00:30,1,0,0,10/13/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Kaira, Teighan-Leigh",203777@university.ac.uk,1,00:03:00,00:03:00,1,0,0,10/10/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Zsa, Chuk",225332@university.ac.uk,1,00:03:00,00:03:00,1,0,0,10/19/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Renee, Deryck",213374@university.ac.uk,1,00:02:00,00:02:00,1,0,0,11/12/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Lewin, Younis",242709@university.ac.uk,3,00:53:00,00:17:40,3,0,0,10/13/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Harvie, Celine",231246@university.ac.uk,2,00:50:00,00:25:00,2,0,0,10/19/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Devon, Anaaley",213227@university.ac.uk,1,00:46:30,00:46:30,1,0,0,10/08/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Harshiv, Avanthika",290027@university.ac.uk,1,01:06:00,01:06:00,1,0,0,10/09/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Conor, Nicol",254885@university.ac.uk,1,00:26:30,00:26:30,1,0,0,10/19/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Jayden-Lee, Steffi",266572@university.ac.uk,1,00:03:30,00:03:30,1,0,0,10/21/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Jesi, Yusuf",229662@university.ac.uk,2,01:10:00,00:35:00,2,0,0,11/05/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Zarak, Zerqa",216807@university.ac.uk,1,00:00:30,00:00:30,1,0,0,11/24/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Donny, Alta",272353@university.ac.uk,1,00:49:00,00:49:00,1,0,0,10/12/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Tatenda, Callan",286265@university.ac.uk,2,00:08:00,00:04:00,2,0,0,10/17/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Baran, Monika",241216@university.ac.uk,2,00:01:00,00:00:30,2,0,0,10/27/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Rylie, Joshua-Lucas",218274@university.ac.uk,1,00:07:00,00:07:00,1,0,0,11/18/2022
ee6a65df-04d4-4f41-a966-7c7d2a13bac9,Untitled,10/07/2022,01:00:00,James Bartlett,Research Methods 1 (PGT Conv),"Nuwair, Arron",260174@university.ac.uk,1,00:01:00,00:01:00,1,0,0,10/13/2022
