media_id,media_name,create_date,duration,owner_name,course,user_name,email_address,total_views,total_view_time,average_view_time,on_demand_views,live_view_count,downloads,last_viewed
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Ianto, Tasadduq",210396@university.ac.uk,1,00:05:51,00:05:51,1,0,0,01/24/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Alessa, Tamarah",205650@university.ac.uk,2,00:17:47,00:08:53,2,0,0,01/30/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Mary-Ann, Abdussalam",211437@university.ac.uk,2,00:22:13,00:11:06,2,0,0,02/10/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Aderyn, Cahil",298179@university.ac.uk,1,00:14:14,00:14:14,1,0,0,01/26/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Rosetta, Glenn",260819@university.ac.uk,2,00:15:42,00:07:51,2,0,0,01/24/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Yashi, Khawlah",250818@university.ac.uk,1,00:15:24,00:15:24,1,0,0,01/29/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Georgia-Mai, Dyan",254982@university.ac.uk,1,00:18:28,00:18:28,1,0,0,01/23/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,NA,NA,1,00:18:24,00:18:24,1,0,0,02/02/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Ellie, Conal",238599@university.ac.uk,1,00:08:50,00:08:50,1,0,0,01/23/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Mohammud, Siun",200385@university.ac.uk,1,00:18:07,00:18:07,1,0,0,01/30/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Nazmul, Katie-Rose",255390@university.ac.uk,1,00:08:57,00:08:57,1,0,0,01/31/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Krisha, Augustyn",273952@university.ac.uk,1,00:18:28,00:18:28,1,0,0,01/25/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Pratik, Koda",274616@university.ac.uk,1,00:18:13,00:18:13,1,0,0,01/23/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Leone, Sadie",290988@university.ac.uk,1,00:02:39,00:02:39,1,0,0,01/27/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Dalia, Alix",299716@university.ac.uk,1,00:15:02,00:15:02,1,0,0,01/24/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,NA,NA,1,00:18:08,00:18:08,1,0,0,01/24/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Kennedi, Sergio",207605@university.ac.uk,1,00:14:01,00:14:01,1,0,0,02/03/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Varsha, Airlie",207496@university.ac.uk,1,00:18:28,00:18:28,1,0,0,01/28/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Barbara, Yonas",279971@university.ac.uk,1,00:18:28,00:18:28,1,0,0,01/27/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Lena, Ellie-Mae",234052@university.ac.uk,1,00:14:53,00:14:53,1,0,0,02/02/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Antonin, Ruri",282940@university.ac.uk,1,00:13:25,00:13:25,1,0,0,01/26/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Gelila, Wilhelm",217609@university.ac.uk,2,00:18:21,00:09:10,2,0,0,01/22/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Krishan, Caley",283757@university.ac.uk,1,00:16:56,00:16:56,1,0,0,01/24/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Berenice, Heloise",256570@university.ac.uk,1,00:18:06,00:18:06,1,0,0,01/28/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Quade, Mahjabeen",267333@university.ac.uk,1,00:18:28,00:18:28,1,0,0,02/03/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Taylor-James, Savannah-Jane",299663@university.ac.uk,2,00:15:49,00:07:54,2,0,0,02/06/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Rick, Kaeran",269853@university.ac.uk,1,00:18:28,00:18:28,1,0,0,01/29/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Patryk, Laurn",229798@university.ac.uk,1,00:18:28,00:18:28,1,0,0,01/24/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Shaan, Lisa-Anne",246567@university.ac.uk,1,00:18:28,00:18:28,1,0,0,01/28/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Gibril, Gurdas",252103@university.ac.uk,1,00:14:49,00:14:49,1,0,0,01/25/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Nikolas, Lilah",236216@university.ac.uk,1,00:18:28,00:18:28,1,0,0,01/23/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,NA,NA,1,00:00:40,00:00:40,1,0,0,01/31/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Regan, Nifemi",217780@university.ac.uk,1,00:05:57,00:05:57,1,0,0,01/24/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Yaqoob, Justyn",219167@university.ac.uk,3,00:00:47,00:00:15,3,0,0,02/02/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Keylee, Gianna",270459@university.ac.uk,1,00:15:52,00:15:52,1,0,0,01/31/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Adeola, Carsson",220056@university.ac.uk,1,00:14:26,00:14:26,1,0,0,01/23/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Leyland, Ka",258713@university.ac.uk,1,00:18:21,00:18:21,1,0,0,01/31/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Reid, Paighton",212579@university.ac.uk,1,00:14:22,00:14:22,1,0,0,01/26/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Jasmina, Gillies",287287@university.ac.uk,1,00:09:36,00:09:36,1,0,0,01/23/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Finnley, Bilal",298491@university.ac.uk,1,00:17:02,00:17:02,1,0,0,01/24/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Fatehveer, Kirstan",240507@university.ac.uk,1,00:18:28,00:18:28,1,0,0,01/25/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Anthonie, Syma",272666@university.ac.uk,1,00:15:27,00:15:27,1,0,0,02/13/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Nazira, Alyshea",210025@university.ac.uk,1,00:18:28,00:18:28,1,0,0,01/31/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Cameron, Ashlin",268438@university.ac.uk,1,00:18:16,00:18:16,1,0,0,02/08/2023
faabfafb-a428-4611-b31f-d36d0c497931,Physiological Psychology Week 3 Part 3,01/23/2022,00:18:28,James Bartlett,Physiological Psychology (PSYCH4065/5029) 2022-23,"Jermaine, Hishaam",257295@university.ac.uk,1,00:17:12,00:17:12,1,0,0,01/23/2023
